,Unnamed: 0,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes,Date_c,Home_abb,Date_fmt,Date_shifted,Season,Errorlabel,RegularSeason,date_check,team_check,exist_check
11960,13591,Sat Apr 22 2017,10:30p,Golden State Warriors,119,Portland Trail Blazers,113,Box Score,,20177,,Apr 22 2017,POR,2017-04-22,04-23-2017,2016-17,1,0,,,
11961,15977,Wed Mar 1 2017,8:00p,Denver Nuggets,110,Milwaukee Bucks,98,Box Score,,13214,,Mar 1 2017,MIL,2017-03-01,03-02-2017,2016-17,1,1,Mar 1 2017,MIL,1.0
11962,4595,Wed Dec 28 2016,10:30p,Toronto Raptors,111,Golden State Warriors,121,Box Score,,19596,,Dec 28 2016,GSW,2016-12-28,12-29-2016,2016-17,1,1,Dec 28 2016,GSW,1.0
11963,13479,Sun Apr 2 2017,3:30p,Dallas Mavericks,109,Milwaukee Bucks,105,Box Score,,18717,,Apr 2 2017,MIL,2017-04-02,04-03-2017,2016-17,1,1,Apr 2 2017,MIL,1.0
11964,4498,Thu Dec 15 2016,10:30p,New York Knicks,90,Golden State Warriors,103,Box Score,,19596,,Dec 15 2016,GSW,2016-12-15,12-16-2016,2016-17,1,1,Dec 15 2016,GSW,1.0
11965,13543,Mon Apr 10 2017,8:00p,Charlotte Hornets,79,Milwaukee Bucks,89,Box Score,,18717,,Apr 10 2017,MIL,2017-04-10,04-11-2017,2016-17,1,1,Apr 10 2017,MIL,1.0
11966,14897,Wed Jan 25 2017,8:00p,Philadelphia 76ers,114,Milwaukee Bucks,109,Box Score,,13663,,Jan 25 2017,MIL,2017-01-25,01-26-2017,2016-17,1,1,Jan 25 2017,MIL,1.0
11967,3134,Thu Nov 10 2016,8:00p,New Orleans Pelicans,112,Milwaukee Bucks,106,Box Score,,12159,,Nov 10 2016,MIL,2016-11-10,11-11-2016,2016-17,1,1,Nov 10 2016,MIL,1.0
11968,16208,Fri Mar 31 2017,8:00p,Detroit Pistons,105,Milwaukee Bucks,108,Box Score,OT,18717,,Mar 31 2017,MIL,2017-03-31,04-01-2017,2016-17,1,1,Mar 31 2017,MIL,1.0
11969,15815,Thu Feb 2 2017,8:00p,Atlanta Hawks,113,Houston Rockets,108,Box Score,,15602,,Feb 2 2017,HOU,2017-02-02,02-03-2017,2016-17,1,1,Feb 2 2017,HOU,1.0
11970,16207,Fri Mar 31 2017,8:00p,New York Knicks,98,Miami Heat,94,Box Score,,19600,,Mar 31 2017,MIA,2017-03-31,04-01-2017,2016-17,1,1,Mar 31 2017,MIA,1.0
11971,3933,Thu Oct 27 2016,10:30p,San Antonio Spurs,102,Sacramento Kings,94,Box Score,,17608,,Oct 27 2016,SAC,2016-10-27,10-28-2016,2016-17,1,1,Oct 27 2016,SAC,1.0
11972,14783,Tue Jan 10 2017,7:30p,Atlanta Hawks,117,Brooklyn Nets,97,Box Score,,13279,,Jan 10 2017,BKN,2017-01-10,01-11-2017,2016-17,1,1,,,
11973,16009,Sun Mar 5 2017,8:30p,Oklahoma City Thunder,89,Dallas Mavericks,104,Box Score,,20232,,Mar 5 2017,DAL,2017-03-05,03-06-2017,2016-17,1,1,Mar 5 2017,DAL,1.0
11974,4420,Mon Dec 5 2016,8:00p,San Antonio Spurs,97,Milwaukee Bucks,96,Box Score,,14256,,Dec 5 2016,MIL,2016-12-05,12-06-2016,2016-17,1,1,Dec 5 2016,MIL,1.0
11975,14940,Tue Jan 31 2017,10:00p,Charlotte Hornets,98,Portland Trail Blazers,115,Box Score,,19393,,Jan 31 2017,POR,2017-01-31,02-01-2017,2016-17,1,1,Jan 31 2017,POR,1.0
11976,14826,Mon Jan 16 2017,3:30p,Philadelphia 76ers,113,Milwaukee Bucks,104,Box Score,,13261,,Jan 16 2017,MIL,2017-01-16,01-17-2017,2016-17,1,1,Jan 16 2017,MIL,1.0
11977,16112,Sun Mar 19 2017,12:00p,Dallas Mavericks,111,Brooklyn Nets,104,Box Score,,14045,,Mar 19 2017,BKN,2017-03-19,03-20-2017,2016-17,1,1,Mar 19 2017,BKN,1.0
11978,14833,Tue Jan 17 2017,7:30p,Toronto Raptors,119,Brooklyn Nets,109,Box Score,,12874,,Jan 17 2017,BKN,2017-01-17,01-18-2017,2016-17,1,1,Jan 17 2017,BKN,1.0
11979,14725,Mon Jan 2 2017,7:00p,Oklahoma City Thunder,94,Milwaukee Bucks,98,Box Score,,17423,,Jan 2 2017,MIL,2017-01-02,01-03-2017,2016-17,1,1,Jan 2 2017,MIL,1.0
11980,14820,Sun Jan 15 2017,6:00p,Houston Rockets,137,Brooklyn Nets,112,Box Score,,17732,,Jan 15 2017,BKN,2017-01-15,01-16-2017,2016-17,1,1,Jan 15 2017,BKN,1.0
11981,3263,Sun Nov 27 2016,6:00p,Sacramento Kings,122,Brooklyn Nets,105,Box Score,,13646,,Nov 27 2016,BKN,2016-11-27,11-28-2016,2016-17,1,1,Nov 27 2016,BKN,1.0
11982,15894,Mon Feb 13 2017,7:30p,Memphis Grizzlies,112,Brooklyn Nets,103,Box Score,,13597,,Feb 13 2017,BKN,2017-02-13,02-14-2017,2016-17,1,1,Feb 13 2017,BKN,1.0
11983,3959,Mon Oct 31 2016,7:30p,Chicago Bulls,118,Brooklyn Nets,88,Box Score,,15842,,Oct 31 2016,BKN,2016-10-31,11-01-2016,2016-17,1,1,Oct 31 2016,BKN,1.0
11984,16079,Tue Mar 14 2017,10:30p,Philadelphia 76ers,104,Golden State Warriors,106,Box Score,,19596,,Mar 14 2017,GSW,2017-03-14,03-15-2017,2016-17,1,1,Mar 14 2017,GSW,1.0
11985,14929,Sun Jan 29 2017,9:00p,Golden State Warriors,113,Portland Trail Blazers,111,Box Score,,19393,,Jan 29 2017,POR,2017-01-29,01-30-2017,2016-17,1,1,Jan 29 2017,POR,1.0
11986,3240,Wed Nov 23 2016,10:30p,Oklahoma City Thunder,101,Sacramento Kings,116,Box Score,,17608,,Nov 23 2016,SAC,2016-11-23,11-24-2016,2016-17,1,1,Nov 23 2016,SAC,1.0
11987,3257,Sat Nov 26 2016,7:00p,San Antonio Spurs,112,Washington Wizards,100,Box Score,,17066,,Nov 26 2016,WAS,2016-11-26,11-27-2016,2016-17,1,1,Nov 26 2016,WAS,1.0
11988,15909,Wed Feb 15 2017,7:30p,Milwaukee Bucks,129,Brooklyn Nets,125,Box Score,,16182,,Feb 15 2017,BKN,2017-02-15,02-16-2017,2016-17,1,1,Feb 15 2017,BKN,1.0
11989,15871,Fri Feb 10 2017,7:30p,Miami Heat,108,Brooklyn Nets,99,Box Score,,15382,,Feb 10 2017,BKN,2017-02-10,02-11-2017,2016-17,1,1,Feb 10 2017,BKN,1.0
11990,3255,Fri Nov 25 2016,10:30p,Houston Rockets,117,Sacramento Kings,104,Box Score,,17608,,Nov 25 2016,SAC,2016-11-25,11-26-2016,2016-17,1,1,Nov 25 2016,SAC,1.0
11991,14822,Sun Jan 15 2017,9:00p,Oklahoma City Thunder,122,Sacramento Kings,118,Box Score,,17608,,Jan 15 2017,SAC,2017-01-15,01-16-2017,2016-17,1,1,Jan 15 2017,SAC,1.0
11992,14846,Wed Jan 18 2017,10:30p,Indiana Pacers,106,Sacramento Kings,100,Box Score,,17608,,Jan 18 2017,SAC,2017-01-18,01-19-2017,2016-17,1,1,Jan 18 2017,SAC,1.0
11993,15891,Sun Feb 12 2017,9:00p,New Orleans Pelicans,99,Sacramento Kings,105,Box Score,,17608,,Feb 12 2017,SAC,2017-02-12,02-13-2017,2016-17,1,1,Feb 12 2017,SAC,1.0
11994,14735,Tue Jan 3 2017,8:30p,Washington Wizards,105,Dallas Mavericks,113,Box Score,,19318,,Jan 3 2017,DAL,2017-01-03,01-04-2017,2016-17,1,1,Jan 3 2017,DAL,1.0
11995,14798,Thu Jan 12 2017,7:30p,New Orleans Pelicans,104,Brooklyn Nets,95,Box Score,,14352,,Jan 12 2017,BKN,2017-01-12,01-13-2017,2016-17,1,1,Jan 12 2017,BKN,1.0
11996,13614,Tue May 2 2017,10:30p,Utah Jazz,94,Golden State Warriors,106,Box Score,,19596,,May 2 2017,GSW,2017-05-02,05-03-2017,2016-17,1,0,,,
11997,16141,Wed Mar 22 2017,10:30p,Milwaukee Bucks,116,Sacramento Kings,98,Box Score,,17608,,Mar 22 2017,SAC,2017-03-22,03-23-2017,2016-17,1,1,Mar 22 2017,SAC,1.0
11998,15809,Wed Feb 1 2017,9:00p,Memphis Grizzlies,119,Denver Nuggets,99,Box Score,,12020,,Feb 1 2017,DEN,2017-02-01,02-02-2017,2016-17,1,1,Feb 1 2017,DEN,1.0
11999,15936,Fri Feb 24 2017,9:00p,Brooklyn Nets,109,Denver Nuggets,129,Box Score,,17143,,Feb 24 2017,DEN,2017-02-24,02-25-2017,2016-17,1,1,,,
12000,3275,Mon Nov 28 2016,10:30p,Atlanta Hawks,100,Golden State Warriors,105,Box Score,,19596,,Nov 28 2016,GSW,2016-11-28,11-29-2016,2016-17,1,1,Nov 28 2016,GSW,1.0
12001,4435,Wed Dec 7 2016,8:00p,Los Angeles Lakers,95,Houston Rockets,134,Box Score,,16141,,Dec 7 2016,HOU,2016-12-07,12-08-2016,2016-17,1,1,Dec 7 2016,HOU,1.0
12002,3233,Wed Nov 23 2016,7:30p,Boston Celtics,111,Brooklyn Nets,92,Box Score,,16210,,Nov 23 2016,BKN,2016-11-23,11-24-2016,2016-17,1,1,Nov 23 2016,BKN,1.0
12003,16196,Wed Mar 29 2017,10:30p,Utah Jazz,112,Sacramento Kings,82,Box Score,,17608,,Mar 29 2017,SAC,2017-03-29,03-30-2017,2016-17,1,1,Mar 29 2017,SAC,1.0
12004,14802,Thu Jan 12 2017,10:30p,Detroit Pistons,107,Golden State Warriors,127,Box Score,,19596,,Jan 12 2017,GSW,2017-01-12,01-13-2017,2016-17,1,1,Jan 12 2017,GSW,1.0
12005,14873,Sun Jan 22 2017,3:30p,Los Angeles Lakers,73,Dallas Mavericks,122,Box Score,,19484,,Jan 22 2017,DAL,2017-01-22,01-23-2017,2016-17,1,1,Jan 22 2017,DAL,1.0
12006,15941,Sat Feb 25 2017,8:00p,Indiana Pacers,95,Miami Heat,113,Box Score,,19600,,Feb 25 2017,MIA,2017-02-25,02-26-2017,2016-17,1,1,Feb 25 2017,MIA,1.0
12007,16046,Fri Mar 10 2017,9:00p,Brooklyn Nets,96,Dallas Mavericks,105,Box Score,,20022,,Mar 10 2017,DAL,2017-03-10,03-11-2017,2016-17,1,1,Mar 10 2017,DAL,1.0
12008,14770,Sun Jan 8 2017,12:00p,Philadelphia 76ers,105,Brooklyn Nets,95,Box Score,,16123,,Jan 8 2017,BKN,2017-01-08,01-09-2017,2016-17,1,1,Jan 8 2017,BKN,1.0
12009,14877,Mon Jan 23 2017,7:30p,Los Angeles Clippers,115,Atlanta Hawks,105,Box Score,,12853,,Jan 23 2017,ATL,2017-01-23,01-24-2017,2016-17,1,1,Jan 23 2017,ATL,1.0
12010,14768,Sat Jan 7 2017,8:30p,Atlanta Hawks,97,Dallas Mavericks,82,Box Score,,19655,,Jan 7 2017,DAL,2017-01-07,01-08-2017,2016-17,1,1,Jan 7 2017,DAL,1.0
12011,3277,Tue Nov 29 2016,7:30p,Los Angeles Clippers,122,Brooklyn Nets,127,Box Score,2OT,15681,,Nov 29 2016,BKN,2016-11-29,11-30-2016,2016-17,1,1,Nov 29 2016,BKN,1.0
12012,16030,Wed Mar 8 2017,8:00p,New York Knicks,93,Milwaukee Bucks,104,Box Score,,13767,,Mar 8 2017,MIL,2017-03-08,03-09-2017,2016-17,1,1,Mar 8 2017,MIL,1.0
12013,15819,Fri Feb 3 2017,7:30p,Indiana Pacers,106,Brooklyn Nets,97,Box Score,,14557,,Feb 3 2017,BKN,2017-02-03,02-04-2017,2016-17,1,1,Feb 3 2017,BKN,1.0
12014,14758,Fri Jan 6 2017,7:30p,Cleveland Cavaliers,116,Brooklyn Nets,108,Box Score,,17732,,Jan 6 2017,BKN,2017-01-06,01-07-2017,2016-17,1,1,Jan 6 2017,BKN,1.0
12015,15860,Wed Feb 8 2017,8:00p,Miami Heat,106,Milwaukee Bucks,88,Box Score,,14211,,Feb 8 2017,MIL,2017-02-08,02-09-2017,2016-17,1,1,Feb 8 2017,MIL,1.0
12016,3919,Tue Oct 25 2016,10:30p,San Antonio Spurs,129,Golden State Warriors,100,Box Score,,19596,,Oct 25 2016,GSW,2016-10-25,10-26-2016,2016-17,1,1,Oct 25 2016,GSW,1.0
12017,4517,Sun Dec 18 2016,4:00p,Sacramento Kings,79,Dallas Mavericks,99,Box Score,,19504,,Dec 18 2016,DAL,2016-12-18,12-19-2016,2016-17,1,1,Dec 18 2016,DAL,1.0
12018,14810,Fri Jan 13 2017,10:30p,Cleveland Cavaliers,120,Sacramento Kings,108,Box Score,,17608,,Jan 13 2017,SAC,2017-01-13,01-14-2017,2016-17,1,1,Jan 13 2017,SAC,1.0
12019,15927,Thu Feb 23 2017,10:30p,Denver Nuggets,100,Sacramento Kings,116,Box Score,,17608,,Feb 23 2017,SAC,2017-02-23,02-24-2017,2016-17,1,1,Feb 23 2017,SAC,1.0
12020,3074,Wed Nov 2 2016,7:30p,Detroit Pistons,101,Brooklyn Nets,109,Box Score,,13650,,Nov 2 2016,BKN,2016-11-02,11-03-2016,2016-17,1,1,Nov 2 2016,BKN,1.0
12021,15902,Mon Feb 13 2017,10:30p,Atlanta Hawks,109,Portland Trail Blazers,104,Box Score,OT,19475,,Feb 13 2017,POR,2017-02-13,02-14-2017,2016-17,1,1,Feb 13 2017,POR,1.0
12022,3117,Tue Nov 8 2016,7:30p,Minnesota Timberwolves,110,Brooklyn Nets,119,Box Score,,13610,,Nov 8 2016,BKN,2016-11-08,11-09-2016,2016-17,1,1,Nov 8 2016,BKN,1.0
12023,16062,Sun Mar 12 2017,6:00p,New York Knicks,112,Brooklyn Nets,120,Box Score,,17732,,Mar 12 2017,BKN,2017-03-12,03-13-2017,2016-17,1,1,,,
12024,14771,Sun Jan 8 2017,2:00p,Washington Wizards,107,Milwaukee Bucks,101,Box Score,,15311,,Jan 8 2017,MIL,2017-01-08,01-09-2017,2016-17,1,1,Jan 8 2017,MIL,1.0
12025,16074,Mon Mar 13 2017,10:30p,Orlando Magic,115,Sacramento Kings,120,Box Score,,17608,,Mar 13 2017,SAC,2017-03-13,03-14-2017,2016-17,1,1,Mar 13 2017,SAC,1.0
12026,14790,Tue Jan 10 2017,10:30p,Detroit Pistons,94,Sacramento Kings,100,Box Score,,17608,,Jan 10 2017,SAC,2017-01-10,01-11-2017,2016-17,1,1,Jan 10 2017,SAC,1.0
12027,16048,Fri Mar 10 2017,10:30p,Washington Wizards,130,Sacramento Kings,122,Box Score,OT,17608,,Mar 10 2017,SAC,2017-03-10,03-11-2017,2016-17,1,1,Mar 10 2017,SAC,1.0
12028,3210,Sun Nov 20 2016,3:30p,Portland Trail Blazers,129,Brooklyn Nets,109,Box Score,,16608,,Nov 20 2016,BKN,2016-11-20,11-21-2016,2016-17,1,1,Nov 20 2016,BKN,1.0
12029,15826,Fri Feb 3 2017,10:30p,Phoenix Suns,105,Sacramento Kings,103,Box Score,,17608,,Feb 3 2017,SAC,2017-02-03,02-04-2017,2016-17,1,1,Feb 3 2017,SAC,1.0
12030,4475,Mon Dec 12 2016,8:30p,Denver Nuggets,92,Dallas Mavericks,112,Box Score,,19425,,Dec 12 2016,DAL,2016-12-12,12-13-2016,2016-17,1,1,Dec 12 2016,DAL,1.0
12031,16076,Tue Mar 14 2017,7:30p,Oklahoma City Thunder,122,Brooklyn Nets,104,Box Score,,13911,,Mar 14 2017,BKN,2017-03-14,03-15-2017,2016-17,1,1,Mar 14 2017,BKN,1.0
12032,16184,Tue Mar 28 2017,8:00p,Golden State Warriors,113,Houston Rockets,106,Box Score,,18055,,Mar 28 2017,HOU,2017-03-28,03-29-2017,2016-17,1,1,Mar 28 2017,HOU,1.0
12033,15842,Mon Feb 6 2017,7:00p,Cleveland Cavaliers,140,Washington Wizards,135,Box Score,OT,20356,,Feb 6 2017,WAS,2017-02-06,02-07-2017,2016-17,1,1,Feb 6 2017,WAS,1.0
12034,14777,Sun Jan 8 2017,9:00p,Golden State Warriors,117,Sacramento Kings,106,Box Score,,17608,,Jan 8 2017,SAC,2017-01-08,01-09-2017,2016-17,1,1,Jan 8 2017,SAC,1.0
12035,16060,Sat Mar 11 2017,10:30p,Denver Nuggets,105,Sacramento Kings,92,Box Score,,17608,,Mar 11 2017,SAC,2017-03-11,03-12-2017,2016-17,1,1,Mar 11 2017,SAC,1.0
12036,15877,Fri Feb 10 2017,8:00p,Indiana Pacers,107,Washington Wizards,112,Box Score,,19503,,Feb 10 2017,WAS,2017-02-10,02-11-2017,2016-17,1,1,Feb 10 2017,WAS,1.0
12037,15850,Mon Feb 6 2017,10:30p,Chicago Bulls,112,Sacramento Kings,107,Box Score,,17608,,Feb 6 2017,SAC,2017-02-06,02-07-2017,2016-17,1,1,Feb 6 2017,SAC,1.0
12038,14762,Fri Jan 6 2017,10:30p,Los Angeles Clippers,106,Sacramento Kings,98,Box Score,,17608,,Jan 6 2017,SAC,2017-01-06,01-07-2017,2016-17,1,1,Jan 6 2017,SAC,1.0
12039,13558,Wed Apr 12 2017,8:00p,Washington Wizards,102,Miami Heat,110,Box Score,,19963,,Apr 12 2017,MIA,2017-04-12,04-13-2017,2016-17,1,1,Apr 12 2017,MIA,1.0
12040,15865,Wed Feb 8 2017,10:30p,Boston Celtics,92,Sacramento Kings,108,Box Score,,17608,,Feb 8 2017,SAC,2017-02-08,02-09-2017,2016-17,1,1,Feb 8 2017,SAC,1.0
12041,16176,Mon Mar 27 2017,8:30p,Oklahoma City Thunder,92,Dallas Mavericks,91,Box Score,,19970,,Mar 27 2017,DAL,2017-03-27,03-28-2017,2016-17,1,1,Mar 27 2017,DAL,1.0
12042,15836,Sat Feb 4 2017,10:30p,Golden State Warriors,106,Sacramento Kings,109,Box Score,OT,17608,,Feb 4 2017,SAC,2017-02-04,02-05-2017,2016-17,1,1,Feb 4 2017,SAC,1.0
12043,14817,Sun Jan 15 2017,2:00p,Minnesota Timberwolves,87,Dallas Mavericks,98,Box Score,,19655,,Jan 15 2017,DAL,2017-01-15,01-16-2017,2016-17,1,1,Jan 15 2017,DAL,1.0
12044,4611,Fri Dec 30 2016,10:30p,Dallas Mavericks,99,Golden State Warriors,108,Box Score,,19596,,Dec 30 2016,GSW,2016-12-30,12-31-2016,2016-17,1,1,Dec 30 2016,GSW,1.0
12045,16098,Fri Mar 17 2017,7:30p,Boston Celtics,98,Brooklyn Nets,95,Box Score,,17732,,Mar 17 2017,BKN,2017-03-17,03-18-2017,2016-17,1,1,Mar 17 2017,BKN,1.0
12046,3087,Fri Nov 4 2016,7:30p,Charlotte Hornets,99,Brooklyn Nets,95,Box Score,,15775,,Nov 4 2016,BKN,2016-11-04,11-05-2016,2016-17,1,1,Nov 4 2016,BKN,1.0
12047,15982,Wed Mar 1 2017,10:30p,Brooklyn Nets,109,Sacramento Kings,100,Box Score,,17608,,Mar 1 2017,SAC,2017-03-01,03-02-2017,2016-17,1,1,Mar 1 2017,SAC,1.0
12048,13544,Mon Apr 10 2017,10:00p,San Antonio Spurs,98,Portland Trail Blazers,99,Box Score,,19393,,Apr 10 2017,POR,2017-04-10,04-11-2017,2016-17,1,1,Apr 10 2017,POR,1.0
12049,3136,Thu Nov 10 2016,10:30p,Los Angeles Lakers,101,Sacramento Kings,91,Box Score,,17608,,Nov 10 2016,SAC,2016-11-10,11-11-2016,2016-17,1,1,Nov 10 2016,SAC,1.0
12050,3184,Wed Nov 16 2016,10:30p,San Antonio Spurs,110,Sacramento Kings,105,Box Score,,17608,,Nov 16 2016,SAC,2016-11-16,11-17-2016,2016-17,1,1,Nov 16 2016,SAC,1.0
12051,3199,Fri Nov 18 2016,10:30p,Los Angeles Clippers,121,Sacramento Kings,115,Box Score,,17608,,Nov 18 2016,SAC,2016-11-18,11-19-2016,2016-17,1,1,Nov 18 2016,SAC,1.0
12052,15938,Sat Feb 25 2017,5:00p,Charlotte Hornets,99,Sacramento Kings,85,Box Score,,17608,,Feb 25 2017,SAC,2017-02-25,02-26-2017,2016-17,1,1,Feb 25 2017,SAC,1.0
12053,15829,Sat Feb 4 2017,7:00p,New Orleans Pelicans,91,Washington Wizards,105,Box Score,,19651,,Feb 4 2017,WAS,2017-02-04,02-05-2017,2016-17,1,1,Feb 4 2017,WAS,1.0
12054,3121,Tue Nov 8 2016,10:30p,New Orleans Pelicans,94,Sacramento Kings,102,Box Score,,17608,,Nov 8 2016,SAC,2016-11-08,11-09-2016,2016-17,1,1,Nov 8 2016,SAC,1.0
12055,3177,Wed Nov 16 2016,7:30p,Milwaukee Bucks,100,Atlanta Hawks,107,Box Score,,14656,,Nov 16 2016,ATL,2016-11-16,11-17-2016,2016-17,1,1,Nov 16 2016,ATL,1.0
12056,16212,Fri Mar 31 2017,10:30p,Houston Rockets,98,Golden State Warriors,107,Box Score,,19596,,Mar 31 2017,GSW,2017-03-31,04-01-2017,2016-17,1,1,Mar 31 2017,GSW,1.0
12057,13630,Sun May 14 2017,3:30p,San Antonio Spurs,111,Golden State Warriors,113,Box Score,,19596,,May 14 2017,GSW,2017-05-14,05-15-2017,2016-17,1,0,,,
12058,15814,Thu Feb 2 2017,7:00p,Los Angeles Lakers,108,Washington Wizards,116,Box Score,,16473,,Feb 2 2017,WAS,2017-02-02,02-03-2017,2016-17,1,1,Feb 2 2017,WAS,1.0
12059,4533,Tue Dec 20 2016,8:00p,San Antonio Spurs,102,Houston Rockets,100,Box Score,,18055,,Dec 20 2016,HOU,2016-12-20,12-21-2016,2016-17,1,1,Dec 20 2016,HOU,1.0
12060,3213,Sun Nov 20 2016,9:00p,Toronto Raptors,99,Sacramento Kings,102,Box Score,,17608,,Nov 20 2016,SAC,2016-11-20,11-21-2016,2016-17,1,1,Nov 20 2016,SAC,1.0
12061,4584,Tue Dec 27 2016,8:30p,Houston Rockets,123,Dallas Mavericks,107,Box Score,,20425,,Dec 27 2016,DAL,2016-12-27,12-28-2016,2016-17,1,1,Dec 27 2016,DAL,1.0
12062,15879,Fri Feb 10 2017,10:30p,Atlanta Hawks,107,Sacramento Kings,108,Box Score,,17608,,Feb 10 2017,SAC,2017-02-10,02-11-2017,2016-17,1,1,Feb 10 2017,SAC,1.0
12063,14746,Wed Jan 4 2017,10:30p,Miami Heat,107,Sacramento Kings,102,Box Score,,17608,,Jan 4 2017,SAC,2017-01-04,01-05-2017,2016-17,1,1,Jan 4 2017,SAC,1.0
12064,16008,Sun Mar 5 2017,6:00p,Utah Jazz,110,Sacramento Kings,109,Box Score,OT,17608,,Mar 5 2017,SAC,2017-03-05,03-06-2017,2016-17,1,1,Mar 5 2017,SAC,1.0
12065,14815,Sat Jan 14 2017,8:00p,Philadelphia 76ers,93,Washington Wizards,109,Box Score,,17880,,Jan 14 2017,WAS,2017-01-14,01-15-2017,2016-17,1,1,Jan 14 2017,WAS,1.0
12066,16072,Mon Mar 13 2017,9:00p,Los Angeles Clippers,108,Utah Jazz,114,Box Score,,19911,,Mar 13 2017,UTA,2017-03-13,03-14-2017,2016-17,1,1,Mar 13 2017,UTA,1.0
12067,3226,Tue Nov 22 2016,9:00p,Chicago Bulls,107,Denver Nuggets,110,Box Score,,14328,,Nov 22 2016,DEN,2016-11-22,11-23-2016,2016-17,1,1,Nov 22 2016,DEN,1.0
12068,15975,Wed Mar 1 2017,7:30p,Washington Wizards,105,Toronto Raptors,96,Box Score,,19800,,Mar 1 2017,TOR,2017-03-01,03-02-2017,2016-17,1,1,Mar 1 2017,TOR,1.0
12069,16204,Fri Mar 31 2017,7:30p,Orlando Magic,116,Boston Celtics,117,Box Score,,18624,,Mar 31 2017,BOS,2017-03-31,04-01-2017,2016-17,1,1,Mar 31 2017,BOS,1.0
12070,15817,Thu Feb 2 2017,10:30p,Golden State Warriors,133,Los Angeles Clippers,120,Box Score,,19385,,Feb 2 2017,LAC,2017-02-02,02-03-2017,2016-17,1,1,Feb 2 2017,LAC,1.0
12071,13592,Sun Apr 23 2017,1:00p,Cleveland Cavaliers,106,Indiana Pacers,102,Box Score,,17923,,Apr 23 2017,IND,2017-04-23,04-24-2017,2016-17,1,0,,,
12072,4604,Fri Dec 30 2016,7:30p,Miami Heat,114,Boston Celtics,117,Box Score,,18624,,Dec 30 2016,BOS,2016-12-30,12-31-2016,2016-17,1,1,Dec 30 2016,BOS,1.0
12073,14818,Sun Jan 15 2017,3:00p,Milwaukee Bucks,98,Atlanta Hawks,111,Box Score,,14231,,Jan 15 2017,ATL,2017-01-15,01-16-2017,2016-17,1,1,Jan 15 2017,ATL,1.0
12074,4582,Tue Dec 27 2016,7:30p,Memphis Grizzlies,103,Boston Celtics,113,Box Score,,18624,,Dec 27 2016,BOS,2016-12-27,12-28-2016,2016-17,1,1,Dec 27 2016,BOS,1.0
12075,4554,Fri Dec 23 2016,7:30p,Oklahoma City Thunder,117,Boston Celtics,112,Box Score,,18624,,Dec 23 2016,BOS,2016-12-23,12-24-2016,2016-17,1,1,Dec 23 2016,BOS,1.0
12076,16189,Wed Mar 29 2017,7:30p,Milwaukee Bucks,103,Boston Celtics,100,Box Score,,18624,,Mar 29 2017,BOS,2017-03-29,03-30-2017,2016-17,1,1,Mar 29 2017,BOS,1.0
12077,16029,Wed Mar 8 2017,8:00p,Detroit Pistons,98,Indiana Pacers,115,Box Score,,14353,,Mar 8 2017,IND,2017-03-08,03-09-2017,2016-17,1,1,Mar 8 2017,IND,1.0
12078,4492,Wed Dec 14 2016,9:00p,Oklahoma City Thunder,89,Utah Jazz,109,Box Score,,19911,,Dec 14 2016,UTA,2016-12-14,12-15-2016,2016-17,1,1,Dec 14 2016,UTA,1.0
12079,13542,Mon Apr 10 2017,8:00p,Washington Wizards,105,Detroit Pistons,101,Box Score,,21012,,Apr 10 2017,DET,2017-04-10,04-11-2017,2016-17,1,1,Apr 10 2017,DET,1.0
12080,4395,Fri Dec 2 2016,7:30p,Los Angeles Lakers,80,Toronto Raptors,113,Box Score,,19800,,Dec 2 2016,TOR,2016-12-02,12-03-2016,2016-17,1,1,Dec 2 2016,TOR,1.0
12081,4501,Fri Dec 16 2016,7:30p,Charlotte Hornets,88,Boston Celtics,96,Box Score,,18624,,Dec 16 2016,BOS,2016-12-16,12-17-2016,2016-17,1,1,Dec 16 2016,BOS,1.0
12082,16197,Thu Mar 30 2017,7:30p,Brooklyn Nets,89,Detroit Pistons,90,Box Score,,15804,,Mar 30 2017,DET,2017-03-30,03-31-2017,2016-17,1,1,Mar 30 2017,DET,1.0
12083,3247,Fri Nov 25 2016,8:00p,Brooklyn Nets,97,Indiana Pacers,118,Box Score,,16083,,Nov 25 2016,IND,2016-11-25,11-26-2016,2016-17,1,1,Nov 25 2016,IND,1.0
12084,3219,Mon Nov 21 2016,7:30p,Houston Rockets,99,Detroit Pistons,96,Box Score,,13632,,Nov 21 2016,DET,2016-11-21,11-22-2016,2016-17,1,1,Nov 21 2016,DET,1.0
12085,15811,Wed Feb 1 2017,9:00p,Milwaukee Bucks,88,Utah Jazz,104,Box Score,,19694,,Feb 1 2017,UTA,2017-02-01,02-02-2017,2016-17,1,1,Feb 1 2017,UTA,1.0
12086,3923,Wed Oct 26 2016,7:30p,Detroit Pistons,91,Toronto Raptors,109,Box Score,,19800,,Oct 26 2016,TOR,2016-10-26,10-27-2016,2016-17,1,1,Oct 26 2016,TOR,1.0
12087,13530,Sat Apr 8 2017,10:30p,New Orleans Pelicans,101,Golden State Warriors,123,Box Score,,19596,,Apr 8 2017,GSW,2017-04-08,04-09-2017,2016-17,1,1,Apr 8 2017,GSW,1.0
